2025-12-01 15:38:31,003 - Unhandled exception in listener callback
Traceback (most recent call last):
  File "/home/Hai/Documents/LIA/venv/lib/python3.11/site-packages/pynput/_util/__init__.py", line 230, in inner
    return f(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/Hai/Documents/LIA/venv/lib/python3.11/site-packages/pynput/_util/xorg.py", line 472, in _handler
    self._handle_message(self._display_stop, event, injected)
  File "/home/Hai/Documents/LIA/venv/lib/python3.11/site-packages/pynput/keyboard/_xorg.py", line 578, in _handle_message
    self.on_press(key, injected)
  File "/home/Hai/Documents/LIA/venv/lib/python3.11/site-packages/pynput/_util/__init__.py", line 146, in inner
    if f(*args) is False:
       ^^^^^^^^
  File "/home/Hai/Documents/LIA/venv/lib/python3.11/site-packages/pynput/_util/__init__.py", line 291, in <lambda>
    return lambda *a: f(*a[:actual])
                      ^^^^^^^^^^^^^^
  File "/home/Hai/Documents/LIA/controller.py", line 227, in on_press
    client.publish("robot/manual movement", "stop")
    ^^^^^^
NameError: name 'client' is not defined
2025-12-01 17:38:01,957 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:01,958 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:01,960 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:01,963 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:01,965 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:01,968 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:01,971 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:01,973 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:01,977 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:01,980 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:01,984 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:01,987 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:01,989 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:01,992 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:01,994 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:01,997 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:01,999 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,001 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,002 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,004 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,005 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,006 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,007 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,008 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,009 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,010 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,011 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,012 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,012 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,013 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,014 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,014 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,014 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,015 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,018 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,020 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,023 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,026 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,029 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,030 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,033 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,036 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,036 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,039 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,042 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,045 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,046 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,047 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,049 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,050 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,051 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,052 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,053 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,055 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,056 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,057 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,059 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,061 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,061 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,063 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,065 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,066 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,069 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,070 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,071 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,071 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,072 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,076 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,076 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,077 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,080 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,081 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,082 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,084 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,087 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,087 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,090 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,092 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,095 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,099 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,103 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,106 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,109 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,111 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,113 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,118 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,121 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,123 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,125 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,127 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,129 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,131 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,133 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,136 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,138 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,140 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,142 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,144 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,145 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,146 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,148 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,152 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,155 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,158 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,161 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,163 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,165 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,167 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,169 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,170 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,171 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,172 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,173 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,174 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,174 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,175 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,176 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,177 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,177 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,178 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,179 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,180 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,181 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,182 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,183 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,184 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,187 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,187 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,188 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,188 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,189 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,190 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,192 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,193 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,193 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,194 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,195 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,195 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,196 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,199 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,203 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,206 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,209 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,211 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,212 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,214 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,215 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,217 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,219 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,219 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,222 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,225 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,227 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,228 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,230 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,232 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,234 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,237 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,238 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,239 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,241 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,242 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,243 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,244 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,246 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,247 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,248 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,252 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,255 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,257 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,259 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,261 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,263 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,265 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,268 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,270 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,271 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,272 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,273 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,274 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,275 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,276 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,278 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,279 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,281 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,282 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,283 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,286 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,289 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,291 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,295 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,298 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,302 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,304 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,306 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,307 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,308 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,309 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,310 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,311 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,312 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,314 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,314 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,315 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,317 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,318 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,320 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,322 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,324 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,327 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,331 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,335 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,338 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,341 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,344 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,345 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,347 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,349 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,358 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,362 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,364 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,367 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,370 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,372 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,375 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,378 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,380 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,381 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,382 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,383 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,383 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,385 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,386 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,387 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,387 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,388 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,389 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,391 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,392 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,392 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,393 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,394 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,394 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,395 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,396 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,397 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,397 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,398 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,401 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,403 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,405 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,407 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,407 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,409 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,412 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,413 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,414 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,415 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,415 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,416 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,417 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,418 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,420 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,422 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,422 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,423 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,425 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,426 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,428 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,429 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,430 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,432 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,434 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,436 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,438 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,439 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,441 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,444 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,445 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,450 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,453 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,455 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,457 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,459 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,460 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,462 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,462 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,463 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,464 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,466 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,469 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,470 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,471 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,473 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,475 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,479 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,482 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,485 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,487 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,490 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,492 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,497 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,498 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,500 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,502 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,504 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,506 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,507 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,510 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,513 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,516 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,517 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,518 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,520 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,522 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,524 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,525 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,526 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,527 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,530 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,532 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,534 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,535 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,538 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,540 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,542 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,543 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,546 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,549 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,552 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,554 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,556 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,557 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,560 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,563 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,569 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,572 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,574 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,575 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,576 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,578 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,579 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,581 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,584 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,588 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,593 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,595 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,597 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,599 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,601 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,604 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,605 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,605 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,607 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,607 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,608 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,610 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,610 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,612 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,613 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,613 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,615 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,617 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,617 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,621 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,623 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,624 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,625 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,626 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,626 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,627 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,629 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,630 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,631 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,632 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,633 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,635 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,637 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,640 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,641 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,643 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,644 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,645 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,646 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,647 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,648 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,649 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,650 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,651 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,652 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,653 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,654 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,655 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,656 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,657 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,659 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,660 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,660 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,661 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,662 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,662 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,663 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,664 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,665 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,666 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,667 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,668 - Received: robot/behaviour/drive = forward
2025-12-01 17:38:02,668 - Received: robot/behaviour/drive = forward
